name,address,neighborhood,borough,venue_type,cuisine,deal_details,deal_type,fan_countries,website,nyctourism_page,watchworldcup_url,sources
Sweet Carolina Pies,"New York, NY",Morris Heights,The Bronx,Restaurants,Dessert,Receive a discount on all southern desserts plus a limited-edition commemorative souvenir cup.,Limited Edition Cup,,https://www.sweetcarolinapie.com,https://www.nyctourism.com/offers/fbws-sweet-carolina-pies,,fbws
Morris Park Inn,"New York, NY",Morris Park,The Bronx,Restaurants,American (Traditional),Receive a limited-edition World Cup commemorative cup with eligible purchase.,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-morris-park-inn,,fbws
Morris Park Inn,"New York, NY",Morris Park,The Bronx,Restaurants,American (New),Enjoy a $26 meal deal and receive a limited-edition World Cup commemorative cup with eligible purchase.,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-morris-park-inn,,fbws
Prizreni Grill,,Morris Park,Bronx,Restaurant,,,,,,,https://watchworldcup.nyc/venues/prizreni-grill,wwc
Bar 47,"New York, NY",Mott Haven,The Bronx,Nightlife,Bars/Cocktails,"Get two signature World Cup cocktails or two draft beers and an appetizer for $26, and receive a free limited-edition commemorative souvenir cup.",Limited Edition Cup; $26 Offers,,https://47bruckner.com,https://www.nyctourism.com/offers/fbws-bar-47,,fbws
Bar 47,"New York, NY",Mott Haven,The Bronx,Restaurants,Irish,Collect all 5 limited edition World Cup commemorative cups  and receive a free drink on us!,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-bar-47-world-cup-2026,,fbws
BX Eatery,"New York, NY",Mott Haven,The Bronx,Restaurants,American (Traditional),Check out the special World Cup meal deals and free souvenir cups at this Bronx restaurant.,Limited Edition Cup; $26 Offers,,https://www.bxeatery.com,https://www.nyctourism.com/offers/fbws-bx-eatery,,fbws
Rosa's at Park,"2568 Park Ave., Bronx, NY, 10451",Mott Haven,The Bronx,Restaurants,Latin American,Enjoy $26 food and beer combos at this Latin fusion restaurant during the World Cup.,Limited Edition Cup; $26 Offers,,https://rosaatpark.com,https://www.nyctourism.com/offers/fbws-rosas-at-park,,fbws
Taco Bell,"New York, NY",Norwood,The Bronx,Restaurants,Mexican,Orders of $26 of more can receive a limited-edition free collectible cup.,$26 Offers; Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-taco-bell-40703,,fbws
Gold Spoon Restaurant & Lounge,"New York, NY",Parkchester,The Bronx,Restaurants,Caribbean; Latin American,The Island Kickoff is a  three-course Caribbean prix fixe for $26 per guest.,$26 Offers,,,https://www.nyctourism.com/offers/fbws-gold-spoon-restaurant-and-lounge,,fbws
Orchard Beach,"1 Orchard Beach Rd, Bronx, NY 10464",Pelham Bay,The Bronx,Restaurants,Quick Bite,Watch World Cup games and score souvenir cups at this historic beach pavilion in the Bronx.,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-orchard-beach-pavilion,,fbws
Taco Bell,"New York, NY",Pelham Parkway,The Bronx,Restaurants,Mexican,Orders of $26 of more can receive a limited-edition free collectible cup.,$26 Offers; Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-taco-bell-35325,,fbws
An Beal Bocht Cafe,,Riverdale,Bronx,Bar,,,,England,,,https://watchworldcup.nyc/venues/an-beal-bocht-caf,wwc
El Malecon,,Riverdale,Bronx,Restaurant,,,,,,,https://watchworldcup.nyc/venues/el-malecon,wwc
Nurture What Matters @ Riverdale Y Farmers Market,"3407 Netherland Ave., Bronx, NY, 10463",Riverdale,The Bronx,Restaurants,Coffeehouse,Receive a limited-edition World Cup commemorative cup with eligible purchase.,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-nurture-what-matters-at-riverdale-y-farmers-market,,fbws
The Bronx Brewery,"856 E. 136th St., Bronx, NY 10454",South Bronx,The Bronx,Restaurants,Puerto Rican,This Bronx craft brewery is offering special $26 meal and beer deals through World Cup 2026.,Limited Edition Cup; $26 Offers,,https://thebronxbrewery.com,https://www.nyctourism.com/offers/fbws-the-bronx-brewery-bronx,,fbws
The Wicked Wolf,,Throggs Neck,Bronx,Bar,,,,United States,,,https://watchworldcup.nyc/venues/the-wicked-wolf,wwc
The Rambling House,,Woodlawn,Bronx,Bar,,,,,,,https://watchworldcup.nyc/venues/the-rambling-house,wwc
Foodtown Supermarket,"1490 Clove Road, Staten Island, NY, 10301",,Staten Island,Restaurants,American (New); Delicatessen,Receive a limited-edition World Cup commemorative cup with eligible purchase.,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-foodtown-supermarket-staten-island,,fbws
Hilton Garden Inn New York/Staten Island,"1110 South Avenue, Suite 401, Staten Island, NY, 10314",Bloomfield,Staten Island,Restaurants,,"Overnight Guests who state 'World Cup' at check in will receive one Limited-Edition Cup for each hotel room booked, while supplies last.",Limited Edition Cup,,http://www.statenisland.gardeninn.com,https://www.nyctourism.com/offers/fbws-the-nicotra-group,,fbws
"Lorenzo's Restaurant, Bar & Cabaret","1100 South Ave, New York, NY, 10314",Bloomfield,Staten Island,Restaurants,,Our offer is 2 bottles of Imported or Domestic Beer with Choice of a Burger or Classic Buffalo Wings.,Limited Edition Cup; $26 Offers,,https://lorenzosdining.com,https://www.nyctourism.com/offers/fbws-lorenzos-restaurant-bar-and-cabaret,,fbws
Lil M Bubble Tea,"1764 Victory Blvd, Staten Island, NY, 10314",Castleton Corners,Staten Island,Restaurants,Dessert,Receive a limited-edition World Cup commemorative cup with eligible purchase.,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-lil-m-bubble-tea,,fbws
The Sweet Life Bakeshop,"25 Waterford Court, Staten Island, New York, 10305",Castleton Corners,Staten Island,Restaurants,American (Traditional),"Enjoy ice coffee in a Staten Island World Cup cup from June 11-July 19, while supplies last.",Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-the-sweet-life-bakeshop,,fbws
Killmeyer's Old Bavaria Inn,,Charleston,Staten Island,Restaurant,,,,Germany,,,https://watchworldcup.nyc/venues/killmeyers-old-bavaria-inn,wwc
Italianissimo Ristorante,"107 McClean Ave., Staten Island, NY, 10305",Concord/Grasmere,Staten Island,Restaurants,,"Get a three-course menu for $26, and receive a limited-edition commemorative souvenir cup.",Limited Edition Cup; $26 Offers,,https://www.italianissimony.com,https://www.nyctourism.com/offers/fbws-italianissimo-ristorante,,fbws
El Patrón Restaurant & Lounge 2 - Dongan Hills,"1491 Hylan Blvd., Staten Island, NY 10305",Dongan Hills,Staten Island,Restaurants,Mexican,This Staten Island Mexican restaurant is offering $26 meal deals throughout World Cup 2026.,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-el-patron-restaurant-and-lounge-2-dongan-hills,,fbws
Rab's,"1600 Hylan Blvd., New York, NY, 10305",Dongan Hills,Staten Island,Restaurants,American (Traditional),Rab's Kitchen World Cup Promo only $26.00 - 1/2 Pound Wagyu Beef Burger Served with a Limited Time Only Parmesan Shaved Truffle Fries.,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/world-cup-cuisine-form-rabs-country-lanes,,fbws
Ralph's Sports Bar,"1571 Richmond Rd., New York, NY, 10304",Dongan Hills,Staten Island,Restaurants,American (New),FIFA WORLD CUP SPECIALS LIKE NO OTHER...$26 Price Fix Viewing Party - Fill out World Cup Bracket and get a FREE Caipirinha,$26 Offers,,,https://www.nyctourism.com/offers/FBWS-ralphs-sports-bar,,fbws
Incas Grill Peruvian Kitchen,"126 Lincoln Ave, Staten Island, New York, 10306",New Dorp,Staten Island,Restaurants,Peruvian,Enjoy a Peruvian Cocktail (Pisco Sour) with Ceviche Shot for $26 and get a limited-edition collectible cup.,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-incas-grill-peruvian-kitchen,,fbws
Canlon’s Restaurant,"1825 N Railroad Ave, Staten Island, NY, 10306",Oakwood,Staten Island,Restaurants,Eclectic,Enjoy lunch starting at $16. Dinner starting at $26 during World Cup 2026. Dinner includes soup or salad.,$26 Offers,,,https://www.nyctourism.com/offers/fbws-canlons-restaurant,,fbws
Cafe Con Pan,"137 Port Richmond Avenue, Staten Island, New York, 10302",Port Richmond,Staten Island,Restaurants,Mexican,"Our offer is 3 Large tacos of any kind, 1 slice of cake (flan, 3-leches, etc.), and a large Agua Fresca served in a Limited-Edition 24-ounce Staten Island cup, dine-in only, cups available while supplies last.",Limited Edition Cup; $26 Offers,,http://cafeconpanny.com,https://www.nyctourism.com/offers/fbws-cafe-con-pan,,fbws
Philip's Candy,"8 Barrett Ave, Staten Island, New York, 10302",Port Richmond,Staten Island,Restaurants,American (Traditional),Our offer is complimentary soda.,Limited Edition Cup,,https://philipscandy.com,https://www.nyctourism.com/offers/fbws-the-madison-rochelle-alfano-foundation,,fbws
San Jeronimo Bakery & Restaurant,"461 Port Richmond Ave, Staten Island, NY, 10303",Port Richmond,Staten Island,Restaurants,Mexican,We offer a Free Cup when you wear teams jersey and dine-in during the World Cup games for the first 96 participants. Limit one per table.,Limited Edition Cup,,https://www.sanjeronimorestaurant.com,https://www.nyctourism.com/offers/fbws-san-jeronimo-bakery-restaurant,,fbws
Kills Boro Brewing Company,"814 Richmond Terr., Staten Island, NY, 10301",Randall Manor,Staten Island,Restaurants,Italian,"Enjoy a red round or white round pizza and beer for $26, and receive a limited-edition commemorative souvenir cup.",Limited Edition Cup; $26 Offers,,https://killsboro.com,https://www.nyctourism.com/offers/fbws-kills-boro-brewing-company,,fbws
Don Cheech,"1271 Bay St., Staten Island, NY, 10305",Rosebank,Staten Island,Restaurants,Italian,"Don Cheech will serve a special World Cup $26 prix-fixe menu, and guests will receive a limited-edition commemorative souvenir cup.",Limited Edition Cup; $26 Offers,,https://www.doncheechnyc.com,https://www.nyctourism.com/offers/fbws-don-cheech,,fbws
Maizal,"990 Bay St., Staten Island, NY, 10305",Rosebank,Staten Island,Restaurants,Mexican,Enjoy a $26 World Cup deal that includes bar bites and a drink served in a limited-edition souvenir cup.,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-maizal,,fbws
Abbey African Restaurant,"New York, NY",St. George,Staten Island,Restaurants,African,We are going to be offering special African delicacies during the World Cup tournament.  Qualifying purchases also receive souvenir collectible cup.,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-abbey-african-restaurant,,fbws
Empire Beer Garden,"New York, NY",St. George,Staten Island,Restaurants,American (Traditional),Head to Staten Island for $26 meal deals at this bar and restaurant during World Cup 2026.,Limited Edition Cup; $26 Offers,,https://www.empirebeergarden.com,https://www.nyctourism.com/offers/fbws-empire-beer-garden,,fbws
NYNJ World Cup 26 Staten Island Fan Zone,,St. George,Staten Island,fan_zone,,,,,,,https://watchworldcup.nyc/venues/nynj-wc26-staten-island-fan-zone,wwc
The Hop Shoppe,,St. George,Staten Island,Bar,,,,,,,https://watchworldcup.nyc/venues/the-hop-shoppe,wwc
El Patrón Restaurant & Lounge - Stapleton Heights,"New York, NY",Stapleton Heights,Staten Island,Restaurants,Mexican,Enjoy $26 meal deals at this Mexican restaurant in Stapleton Heights.,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-el-patron-restaurant-and-lounge-stapleton-heights,,fbws
Burrito Bar,"585 Forest Ave., Staten Island, NY, 10310",West Brighton,Staten Island,Restaurants,Mexican,Enoy an appetizer and 2 cocktails or an entree and dessert for $26.,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-theburritobarcom,,fbws
Jody's Club Forest,,West Brighton,Staten Island,Bar,,,,United States,,,https://watchworldcup.nyc/venues/jodys-club-forest,wwc
The Kettle Black,"415 Forest Ave., Staten Island, NY, 10301",West Brighton,Staten Island,Restaurants,American (Traditional),"Visit The Kettle Black for a commemorative cup, and an ice cold beer and check out their World Cup specials.",Limited Edition Cup,,https://www.kettleblackbar.com,https://www.nyctourism.com/offers/fbws-the-kettle-black,,fbws
Egger's Ice Cream Parlor,"1194 Forest Ave., Staten Island, NY, 10310",Westerleigh,Staten Island,Restaurants,Dessert,Egger's Ice Cream Parlor offers a limited-edition World Cup milkshake served in a collectible World Cup cup.,Limited Edition Cup,,https://www.eggersicecream.com/,https://www.nyctourism.com/offers/fbws-eggers-ice-cream-parlor,,fbws
Jimmy Max,,Westerleigh,Staten Island,Bar,,,,United States,,,https://watchworldcup.nyc/venues/jimmy-max,wwc
Bless bar & kitchen,"3496 broadway, New York, New York, 10031",,,Restaurants,American (Traditional),Receive a limited-edition World Cup commemorative cup with eligible purchase.,Limited Edition Cup; $26 Offers,,,https://www.nyctourism.com/offers/fbws-bless-bar-kitchen,,fbws
NYC Ferry,"63 Flushing Avenue, Building 86, suite 101, Brooklyn, New York, 11226",,,Restaurants,Bars/Cocktails,Receive a free collectible souvenir cup with purchase of an alcoholic beverage on any NYC Ferry.,Limited Edition Cup,,,https://www.nyctourism.com/offers/fbws-nyc-ferry,,fbws
Sugar Monk,"2292 Frederick Douglass Blvd., New York, NY 10027",,,Restaurants,American (New),Grab a drink and a small bite for just $26 at this Harlem cocktail bar during World Cup 2026.,Limited Edition Cup; $26 Offers,,https://sugarmonklounge.com,https://www.nyctourism.com/offers/fbws-sugar-monk,,fbws
Flag City: Overpeck Park,,Bergen County,New Jersey,Public Viewing,,,,,,,https://watchworldcup.nyc/venues/flag-city-overpeck-park,wwc
Cloverleaf Tavern,,Caldwell,New Jersey,Bar,,,,,,,https://watchworldcup.nyc/venues/cloverleaf-tavern,wwc
Hudson Hall,,Downtown,Jersey City,Beer Garden,,,,,,,https://watchworldcup.nyc/venues/hudson-hall,wwc
Legends FC,,Downtown,Jersey City,Bar,,,,,,,https://watchworldcup.nyc/venues/legends-fc-jersey-city,wwc
Madd Hatter Hoboken,,Downtown,Hoboken,Bar,,,,,,,https://watchworldcup.nyc/venues/madd-hatter-hoboken,wwc
Mulligan's Pub,,Downtown,Hoboken,Bar,,,,England,,,https://watchworldcup.nyc/venues/mulligans-pub,wwc
O'Hara's Downtown,,Downtown,Jersey City,Bar,,,,England; United States,,,https://watchworldcup.nyc/venues/oharas-downtown,wwc
The Ashford,,Downtown,Jersey City,Bar,,,,United States; England,,,https://watchworldcup.nyc/venues/the-ashford,wwc
Flag City: East Rutherford,,East Rutherford,New Jersey,Public Viewing,,,,,,,https://watchworldcup.nyc/venues/flag-city-east-rutherford,wwc
Noches De Colombia (Englewood),,Englewood,New Jersey,Restaurant,,,,Colombia,,,https://watchworldcup.nyc/venues/noches-de-colombia-englewood,wwc
Noches De Colombia (Hackensack),,Hackensack,New Jersey,Restaurant,,,,Colombia,,,https://watchworldcup.nyc/venues/noches-de-colombia-hackensack,wwc
Ed & Mary's,,Hamilton Park,Jersey City,Bar,,,,,,,https://watchworldcup.nyc/venues/ed-marys,wwc
NYNJ Jersey Fan Hub,,Harrison,New Jersey,Public Viewing,,,,,,,https://watchworldcup.nyc/venues/nynj-jersey-fan-hub,wwc
Finnegan's Pub,,Hoboken,Hoboken,Bar,,,,England,,,https://watchworldcup.nyc/venues/finnegans-pub,wwc
Fornos of Spain,,Ironbound,Newark,Restaurant,,,,Spain; Portugal,,,https://watchworldcup.nyc/venues/fornos-of-spain,wwc
Iberia Peninsula,,Ironbound,Newark,Restaurant,,,,Portugal; Spain,,,https://watchworldcup.nyc/venues/iberia-peninsula,wwc
Ironbound Portuguese bars cluster (Ferry St),,Ironbound,Newark,Public Viewing,,,,Portugal; Brazil,,,https://watchworldcup.nyc/venues/ironbound-portuguese-bars-cluster-ferry-st,wwc
Seabra's Marisqueira,,Ironbound,Newark,Restaurant,,,,Portugal,,,https://watchworldcup.nyc/venues/seabras-marisqueira,wwc
Casa Italiana,,Jersey City,Jersey City,Cultural Center,,,,,,,https://watchworldcup.nyc/venues/casa-italiana,wwc
Flag City: Jersey City,,Jersey City,New Jersey,Public Viewing,,,,,,,https://watchworldcup.nyc/venues/flag-city-jersey-city,wwc
Zeppelin Hall Biergarten,,Liberty State Park,Jersey City,Beer Garden,,,,Germany; United States,,,https://watchworldcup.nyc/venues/zeppelin-hall-biergarten,wwc
Flag City: Newark,,Newark,New Jersey,Public Viewing,,,,,,,https://watchworldcup.nyc/venues/flag-city-newark,wwc
Flag City: Laurel Hill Park,,Secaucus,New Jersey,Public Viewing,,,,,,,https://watchworldcup.nyc/venues/flag-city-laurel-hill-park,wwc
NYS Community Viewing: Stony Brook,,Stony Brook,Long Island,Public Viewing,,,,United States; Canada,,,https://watchworldcup.nyc/venues/nys-viewing-stony-brook,wwc
The Hutton,,The Heights,Jersey City,Restaurant,,,,,,,https://watchworldcup.nyc/venues/the-hutton,wwc
Noches De Colombia (Union City),,Union City,New Jersey,Restaurant,,,,Colombia,,,https://watchworldcup.nyc/venues/noches-de-colombia-union-city,wwc
City Bistro,,Uptown,Hoboken,Bar,,,,United States; England,,,https://watchworldcup.nyc/venues/city-bistro,wwc
NYS Community Viewing: Kensico Dam Plaza,,Valhalla,Westchester,Public Viewing,,,,,,,https://watchworldcup.nyc/venues/nys-viewing-kensico-dam,wwc
Wicked Wolf Tavern,,Waterfront,Hoboken,Bar,,,,United States,,,https://watchworldcup.nyc/venues/wicked-wolf-tavern,wwc
Noches De Colombia (West New York),,West New York,New Jersey,Restaurant,,,,Colombia,,,https://watchworldcup.nyc/venues/noches-de-colombia-west-new-york,wwc
